"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","SOS SEASON","ECR VS. ADP"
"47",5,"Elijah Mitchell",SF,"RB22","9","2 out of 5 stars","+2"
"48",5,"Patrick Mahomes II",KC,"QB3","8","2 out of 5 stars","-14"
"49",5,"George Kittle",SF,"TE4","9","4 out of 5 stars","-7"
"50",5,"AJ Dillon",GB,"RB23","14","3 out of 5 stars","+2"
"51",5,"DK Metcalf",SEA,"WR21","11","4 out of 5 stars","-1"
"52",5,"Allen Robinson II",LAR,"WR22","7","2 out of 5 stars","+3"
"53",5,"Lamar Jackson",BAL,"QB4","10","2 out of 5 stars","-5"
"54",5,"Josh Jacobs",LV,"RB24","6","2 out of 5 stars","-9"
"55",5,"Darren Waller",LV,"TE5","6","2 out of 5 stars","-8"
"56",5,"Marquise Brown",ARI,"WR23","13","2 out of 5 stars","+1"
"57",6,"Darnell Mooney",CHI,"WR24","14","3 out of 5 stars","+16"
"58",6,"Kyler Murray",ARI,"QB5","13","2 out of 5 stars","-4"
"59",6,"Jerry Jeudy",DEN,"WR25","9","4 out of 5 stars","-3"
"60",6,"Jalen Hurts",PHI,"QB6","7","4 out of 5 stars","+4"
"61",6,"Rashod Bateman",BAL,"WR26","10","3 out of 5 stars","+19"
"62",6,"Gabriel Davis",BUF,"WR27","7","4 out of 5 stars","+5"
"63",6,"Michael Thomas",NO,"WR28","14","4 out of 5 stars","+6"
"64",6,"Chase Edmonds",MIA,"RB25","11","4 out of 5 stars","+23"
"65",6,"Clyde Edwards-Helaire",KC,"RB26","8","3 out of 5 stars","0"
"66",6,"Dalton Schultz",DAL,"TE6","9","3 out of 5 stars","-6"
"67",6,"Damien Harris",NE,"RB27","10","4 out of 5 stars","-4"
"68",6,"Chris Godwin",TB,"WR29","11","4 out of 5 stars","+3"
"69",6,"Amon-Ra St. Brown",DET,"WR30","6","3 out of 5 stars","-7"
"70",6,"Antonio Gibson",WAS,"RB28","14","4 out of 5 stars","-11"
"71",6,"Miles Sanders",PHI,"RB29","7","3 out of 5 stars","+1"
"72",6,"Amari Cooper",CLE,"WR31","9","4 out of 5 stars","-6"
"73",6,"JuJu Smith-Schuster",KC,"WR32","8","2 out of 5 stars","-3"
"74",6,"Kareem Hunt",CLE,"RB30","9","3 out of 5 stars","+10"
"75",6,"Rashaad Penny",SEA,"RB31","11","2 out of 5 stars","+10"
"76",6,"Elijah Moore",NYJ,"WR33","10","1 out of 5 stars","+6"
"77",6,"Joe Burrow",CIN,"QB7","10","2 out of 5 stars","-24"
"78",6,"Tony Pollard",DAL,"RB32","9","4 out of 5 stars","+8"
"79",6,"Rhamondre Stevenson",NE,"RB33","10","4 out of 5 stars","+14"
"80",7,"Adam Thielen",MIN,"WR34","7","2 out of 5 stars","-6"
"81",7,"Tom Brady",TB,"QB8","11","3 out of 5 stars","-2"
"82",7,"Dallas Goedert",PHI,"TE7","7","2 out of 5 stars","-7"
"83",7,"T.J. Hockenson",DET,"TE8","6","4 out of 5 stars","-15"
"84",7,"Cordarrelle Patterson",ATL,"RB34","14","1 out of 5 stars","-3"
"85",7,"Devin Singletary",BUF,"RB35","7","4 out of 5 stars","-8"
"86",7,"Russell Wilson",DEN,"QB9","9","4 out of 5 stars","-10"
"87",7,"Melvin Gordon III",DEN,"RB36","9","3 out of 5 stars","+11"
"88",7,"Dak Prescott",DAL,"QB10","9","3 out of 5 stars","-10"
"89",7,"Brandon Aiyuk",SF,"WR35","9","3 out of 5 stars","+7"
"90",7,"DeVonta Smith",PHI,"WR36","7","4 out of 5 stars","-2"
"91",7,"Drake London",ATL,"WR37","14","4 out of 5 stars","+8"
"92",7,"Dameon Pierce",HOU,"RB37","6","3 out of 5 stars","+19"
"93",7,"Allen Lazard",GB,"WR38","14","3 out of 5 stars","+9"
"94",7,"Trey Lance",SF,"QB11","9","3 out of 5 stars","+6"
"95",7,"Zach Ertz",ARI,"TE9","13","3 out of 5 stars","-4"
"96",7,"Hunter Renfrow",LV,"WR39","6","2 out of 5 stars","-13"
"97",7,"Ken Walker III",SEA,"RB38","11","2 out of 5 stars","-7"
"98",7,"Christian Kirk",JAC,"WR40","11","4 out of 5 stars","+5"
"99",7,"Matthew Stafford",LAR,"QB12","7","3 out of 5 stars","-5"
"100",7,"Tyler Lockett",SEA,"WR41","11","4 out of 5 stars","-3"
"101",7,"Aaron Rodgers",GB,"QB13","14","2 out of 5 stars","-9"
"102",7,"DeAndre Hopkins",ARI,"WR42","13","2 out of 5 stars","-7"
"103",7,"James Cook",BUF,"RB39","7","4 out of 5 stars","+1"
"104",7,"Robert Woods",TEN,"WR43","6","3 out of 5 stars","+1"
"105",7,"Dawson Knox",BUF,"TE10","7","3 out of 5 stars","-16"
"106",7,"Kadarius Toney",NYG,"WR44","9","4 out of 5 stars","+10"
"107",7,"Kirk Cousins",MIN,"QB14","7","3 out of 5 stars","+11"
"108",8,"Michael Carter",NYJ,"RB40","10","4 out of 5 stars","0"
"109",8,"Derek Carr",LV,"QB15","6","2 out of 5 stars","-2"
"110",8,"Pat Freiermuth",PIT,"TE11","9","4 out of 5 stars","+10"
"111",8,"Darrell Henderson Jr.",LAR,"RB41","7","2 out of 5 stars","+8"
"112",8,"Cole Kmet",CHI,"TE12","14","5 out of 5 stars","+17"
"113",8,"Chris Olave",NO,"WR45","14","4 out of 5 stars","-4"
"114",8,"James Robinson",JAC,"RB42","11","3 out of 5 stars","+1"
"115",8,"Nyheim Hines",IND,"RB43","14","3 out of 5 stars","+15"
"116",8,"Treylon Burks",TEN,"WR46","6","3 out of 5 stars","+5"
"117",8,"Chase Claypool",PIT,"WR47","9","4 out of 5 stars","-5"
"118",8,"Alexander Mattison",MIN,"RB44","7","4 out of 5 stars","-1"
"119",8,"Kenneth Gainwell",PHI,"RB45","7","3 out of 5 stars","+29"
"120",8,"Garrett Wilson",NYJ,"WR48","10","1 out of 5 stars","+4"
"121",8,"Tyler Boyd",CIN,"WR49","10","3 out of 5 stars","+11"
"122",8,"Hunter Henry",NE,"TE13","10","4 out of 5 stars","+60"
"123",8,"Russell Gage",TB,"WR50","11","4 out of 5 stars","-1"
"124",8,"Skyy Moore",KC,"WR51","8","2 out of 5 stars","+16"
"125",8,"Jakobi Meyers",NE,"WR52","10","4 out of 5 stars","+31"
"126",8,"Tua Tagovailoa",MIA,"QB16","11","2 out of 5 stars","+13"
"127",8,"Justin Fields",CHI,"QB17","14","4 out of 5 stars","+20"
"128",8,"Brian Robinson Jr.",WAS,"RB46","14","4 out of 5 stars","-14"
"129",8,"Mike Gesicki",MIA,"TE14","11","3 out of 5 stars","-16"
"130",8,"Marquez Valdes-Scantling",KC,"WR53","8","2 out of 5 stars","+7"
"131",8,"J.D. McKissic",WAS,"RB47","14","4 out of 5 stars","+33"
"132",8,"Jamaal Williams",DET,"RB48","6","4 out of 5 stars","+36"
"133",8,"Khalil Herbert",CHI,"RB49","14","5 out of 5 stars","+26"
"134",8,"Irv Smith Jr.",MIN,"TE15","7","3 out of 5 stars","+37"
"135",8,"DeVante Parker",NE,"WR54","10","4 out of 5 stars","+18"
"136",8,"Trevor Lawrence",JAC,"QB18","11","5 out of 5 stars","+31"
"137",8,"Jarvis Landry",NO,"WR55","14","4 out of 5 stars","+6"
"138",8,"George Pickens",PIT,"WR56","9","4 out of 5 stars","-3"
"139",8,"Michael Gallup",DAL,"WR57","9","3 out of 5 stars","+37"
"140",8,"Albert Okwuegbunam",DEN,"TE16","9","3 out of 5 stars","-13"
"141",8,"David Njoku",CLE,"TE17","9","4 out of 5 stars","+29"
"142",8,"Rondale Moore",ARI,"WR58","13","2 out of 5 stars","+8"
"143",9,"Tyler Allgeier",ATL,"RB50","14","1 out of 5 stars","+17"
"144",9,"Noah Fant",SEA,"TE18","11","2 out of 5 stars","+51"
"145",9,"Raheem Mostert",MIA,"RB51","11","4 out of 5 stars","+10"
"146",9,"DJ Chark Jr.",DET,"WR59","6","3 out of 5 stars","+12"
"147",9,"Julio Jones",TB,"WR60","11","4 out of 5 stars","+2"
"148",9,"Kenny Golladay",NYG,"WR61","9","4 out of 5 stars","-3"
"149",9,"Matt Ryan",IND,"QB19","14","3 out of 5 stars","+28"
"150",9,"Jameis Winston",NO,"QB20","14","3 out of 5 stars","+33"
"151",9,"Isaiah Spiller",LAC,"RB52","8","2 out of 5 stars","-20"
"152",9,"Gerald Everett",LAC,"TE19","8","4 out of 5 stars","+47"
"153",9,"Rachaad White",TB,"RB53","11","2 out of 5 stars","-9"
"154",9,"Jahan Dotson",WAS,"WR62","14","4 out of 5 stars","+7"
"155",9,"Tyler Higbee",LAR,"TE20","7","3 out of 5 stars","+56"
"156",9,"Robert Tonyan",GB,"TE21","14","1 out of 5 stars","+32"
"157",9,"Ryan Tannehill",TEN,"QB21","6","4 out of 5 stars","+12"
"158",9,"Nico Collins",HOU,"WR63","6","3 out of 5 stars","+49"
"159",9,"Evan Engram",JAC,"TE22","11","4 out of 5 stars","+31"
"160",9,"Austin Hooper",TEN,"TE23","6","5 out of 5 stars","+59"
"161",9,"Corey Davis",NYJ,"WR64","10","1 out of 5 stars","+56"
"162",9,"Buffalo Bills",BUF,"DST1","7","4 out of 5 stars","-61"
"163",9,"Daniel Jones",NYG,"QB22","9","5 out of 5 stars","+76"
"164",9,"Mac Jones",NE,"QB23","10","4 out of 5 stars","+2"
"165",9,"Joshua Palmer",LAC,"WR65","8","3 out of 5 stars","+48"
"166",9,"Robbie Anderson",CAR,"WR66","13","3 out of 5 stars","+49"
"167",9,"Mecole Hardman",KC,"WR67","8","2 out of 5 stars","-10"
"168",9,"Mark Ingram II",NO,"RB54","14","3 out of 5 stars","+7"
"169",9,"Tampa Bay Buccaneers",TB,"DST2","11","4 out of 5 stars","-59"
"170",9,"Marlon Mack",HOU,"RB55","6","3 out of 5 stars","-16"
"171",9,"San Francisco 49ers",SF,"DST3","9","4 out of 5 stars","-37"
"172",9,"Zamir White",LV,"RB56","6","2 out of 5 stars","+22"
"173",9,"K.J. Osborn",MIN,"WR68","7","2 out of 5 stars","+43"
"174",9,"Van Jefferson",LAR,"WR69","7","2 out of 5 stars","+36"
"175",9,"Gus Edwards",BAL,"RB57","10","4 out of 5 stars","+11"
"176",10,"Jameson Williams",DET,"WR70","6","3 out of 5 stars","-3"
"177",10,"Sony Michel",MIA,"RB58","11","4 out of 5 stars","+2"
"178",10,"Indianapolis Colts",IND,"DST4","14","3 out of 5 stars","-36"
"179",10,"Marvin Jones Jr.",JAC,"WR71","11","4 out of 5 stars","+39"
"180",10,"Logan Thomas",WAS,"TE24","14","4 out of 5 stars","+62"
"181",10,"Hayden Hurst",CIN,"TE25","10","2 out of 5 stars","+31"
"182",10,"D'Onta Foreman",CAR,"RB59","13","3 out of 5 stars","+5"
"183",10,"Justin Tucker",BAL,"K1","10","3 out of 5 stars","-77"
"184",10,"Darrel Williams",ARI,"RB60","13","2 out of 5 stars","-3"
"185",10,"Denver Broncos",DEN,"DST5","9","3 out of 5 stars","-34"
"186",10,"New Orleans Saints",NO,"DST6","14","3 out of 5 stars","-48"
"187",10,"Wan'Dale Robinson",NYG,"WR72","9","4 out of 5 stars","+37"
"188",10,"New England Patriots",NE,"DST7","10","3 out of 5 stars","-26"
"189",10,"Carson Wentz",WAS,"QB24","14","4 out of 5 stars","+8"
"190",10,"Los Angeles Rams",LAR,"DST8","7","3 out of 5 stars","-54"
"191",10,"Christian Watson",GB,"WR73","14","3 out of 5 stars","-28"
"192",10,"Jalen Tolbert",DAL,"WR74","9","3 out of 5 stars","-27"
"193",10,"Jared Goff",DET,"QB25","6","3 out of 5 stars","+12"
"194",10,"Tyler Bass",BUF,"K2","7","4 out of 5 stars","-48"
"195",10,"Zach Wilson",NYJ,"QB26","10","1 out of 5 stars","+73"
"196",10,"Matt Gay",LAR,"K3","7","2 out of 5 stars","-55"
"197",10,"Ronald Jones II",KC,"RB61","8","3 out of 5 stars","-71"
"198",10,"KJ Hamler",DEN,"WR75","9","4 out of 5 stars","+47"
"199",10,"Curtis Samuel",WAS,"WR76","14","4 out of 5 stars","+32"
"200",10,"Donovan Peoples-Jones",CLE,"WR77","9","4 out of 5 stars","+34"
"201",10,"Los Angeles Chargers",LAC,"DST9","8","4 out of 5 stars","-1"
"202",10,"Jamison Crowder",BUF,"WR78","7","4 out of 5 stars","+25"
"203",10,"Dallas Cowboys",DAL,"DST10","9","2 out of 5 stars","-78"
"204",10,"Alec Pierce",IND,"WR79","14","4 out of 5 stars","+10"
"205",10,"Parris Campbell",IND,"WR80","14","4 out of 5 stars","+64"
"206",10,"Isiah Pacheco",KC,"RB62","8","3 out of 5 stars","-54"
"207",10,"Kendrick Bourne",NE,"WR81","10","4 out of 5 stars","+72"
"208",10,"Evan McPherson",CIN,"K4","10","0 out of 5 stars","-85"
"209",10,"Isaiah McKenzie",BUF,"WR82","7","4 out of 5 stars","-24"
"210",10,"Brevin Jordan",HOU,"TE26","6","3 out of 5 stars","+76"
"211",10,"Daniel Carlson",LV,"K5","6","2 out of 5 stars","-83"
"212",10,"Boston Scott",PHI,"RB63","7","3 out of 5 stars","+51"
"213",10,"Green Bay Packers",GB,"DST11","14","3 out of 5 stars","-21"
"214",10,"Miami Dolphins",MIA,"DST12","11","3 out of 5 stars","-13"
"215",10,"Baker Mayfield",CAR,"QB27","13","3 out of 5 stars","-31"
"216",10,"Davis Mills",HOU,"QB28","6","4 out of 5 stars","+21"
"217",10,"David Bell",CLE,"WR83","9","4 out of 5 stars","+23"
"218",10,"Samaje Perine",CIN,"RB64","10","3 out of 5 stars","+48"
"219",10,"Ryan Succop",TB,"K6","11","1 out of 5 stars","+1"
"220",10,"Kansas City Chiefs",KC,"DST13","8","3 out of 5 stars","+10"
"221",10,"A.J. Green",ARI,"WR84","13","2 out of 5 stars","+53"
"222",10,"Harrison Butker",KC,"K7","8","5 out of 5 stars","-89"
"223",11,"Cleveland Browns",CLE,"DST14","9","4 out of 5 stars","+12"
"224",11,"Sterling Shepard",NYG,"WR85","9","4 out of 5 stars","+80"
"225",11,"Tyrion Davis-Price",SF,"RB65","9","2 out of 5 stars","+1"
"226",11,"Matt Prater",ARI,"K8","13","2 out of 5 stars","-33"
"227",11,"Chuba Hubbard",CAR,"RB66","13","3 out of 5 stars","+16"
"228",11,"Baltimore Ravens",BAL,"DST15","10","4 out of 5 stars","-56"
"229",11,"Pittsburgh Steelers",PIT,"DST16","9","5 out of 5 stars","-23"
"230",11,"Damien Williams",ATL,"RB67","14","1 out of 5 stars","+40"
"231",11,"Jason Sanders",MIA,"K9","11","1 out of 5 stars","+26"
"232",11,"Laviska Shenault Jr.",JAC,"WR86","11","4 out of 5 stars","+44"
"233",11,"Philadelphia Eagles",PHI,"DST17","7","2 out of 5 stars","+3"
"234",11,"Younghoe Koo",ATL,"K10","14","1 out of 5 stars","-38"
"235",11,"D'Ernest Johnson",CLE,"RB68","9","3 out of 5 stars","+14"
"236",11,"Mo Alie-Cox",IND,"TE27","14","2 out of 5 stars","+64"
"237",11,"Jonnu Smith",NE,"TE28","10","4 out of 5 stars","+47"
"238",11,"Romeo Doubs",GB,"WR87","14","3 out of 5 stars","-64"
"239",11,"Jeff Wilson Jr.",SF,"RB69","9","2 out of 5 stars","-1"
"240",11,"Rodrigo Blankenship",IND,"K11","14","4 out of 5 stars","-49"
"241",11,"Marcus Mariota",ATL,"QB29","14","3 out of 5 stars","+55"
"242",11,"Jerick McKinnon",KC,"RB70","8","3 out of 5 stars","+45"
"243",11,"Zay Jones",JAC,"WR88","11","4 out of 5 stars","+49"
"244",11,"Terrace Marshall Jr.",CAR,"WR89","13","3 out of 5 stars","+45"
"245",11,"Brandon McManus",DEN,"K12","9","4 out of 5 stars","-24"
"246",11,"Nick Folk",NE,"K13","10","5 out of 5 stars","-42"
"247",11,"Byron Pringle",CHI,"WR90","14","3 out of 5 stars","+104"
"248",11,"Robbie Gould",SF,"K14","9","3 out of 5 stars","-39"
"249",11,"Trey Sermon",SF,"RB71","9","2 out of 5 stars","+24"
"250",11,"Deshaun Watson",CLE,"QB30","9","4 out of 5 stars","-70"
"251",11,"Jake Elliott",PHI,"K15","7","2 out of 5 stars","+16"
"252",11,"Tennessee Titans",TEN,"DST18","6","2 out of 5 stars","-30"
"253",11,"Arizona Cardinals",ARI,"DST19","13","3 out of 5 stars","+84"
"254",11,"Dustin Hopkins",LAC,"K16","8","5 out of 5 stars","-29"
"255",11,"Mike Davis",BAL,"RB72","10","4 out of 5 stars","+1"
"256",11,"Zack Moss",BUF,"RB73","7","4 out of 5 stars","+101"
"257",11,"Randall Cobb",GB,"WR91","14","3 out of 5 stars","+36"
"258",11,"Rex Burkhead",HOU,"RB74","6","3 out of 5 stars","+124"
"259",11,"Cincinnati Bengals",CIN,"DST20","10","4 out of 5 stars","-9"
"260",11,"Bryan Edwards",ATL,"WR92","14","4 out of 5 stars","+43"
"261",11,"Adam Trautman",NO,"TE29","14","4 out of 5 stars","+49"
"262",11,"Braxton Berrios",NYJ,"WR93","10","1 out of 5 stars","+127"
"263",11,"Carolina Panthers",CAR,"DST21","13","4 out of 5 stars","+9"
"264",11,"Greg Zuerlein",NYJ,"K17","10","0 out of 5 stars","-31"
"265",11,"Sammy Watkins",GB,"WR94","14","3 out of 5 stars","-87"
"266",11,"Minnesota Vikings",MIN,"DST22","7","2 out of 5 stars","-22"
"267",11,"Mitch Trubisky",PIT,"QB31","9","3 out of 5 stars","+31"
"268",11,"Wil Lutz",NO,"K18","14","4 out of 5 stars","-66"
"269",11,"Eno Benjamin",ARI,"RB75","13","2 out of 5 stars","-8"
"270",11,"Chris Boswell",PIT,"K19","9","3 out of 5 stars","-29"
"271",11,"Nelson Agholor",NE,"WR95","10","4 out of 5 stars","+98"
"272",11,"Kenyan Drake",FA,"RB76","-","-","-40"
"273",11,"Mason Crosby",GB,"K20","14","4 out of 5 stars","+110"
"274",11,"Dan Arnold",JAC,"TE30","11","4 out of 5 stars","+112"
"275",11,"Cameron Brate",TB,"TE31","11","3 out of 5 stars","-86"
"276",11,"Matt Breida",NYG,"RB77","9","3 out of 5 stars","+6"
"277",11,"C.J. Uzomah",NYJ,"TE32","10","3 out of 5 stars","+4"
"278",11,"Chicago Bears",CHI,"DST23","14","1 out of 5 stars","-55"
"279",11,"Myles Gaskin",MIA,"RB78","11","4 out of 5 stars","-21"
"280",12,"Cedrick Wilson Jr.",MIA,"WR96","11","2 out of 5 stars","+14"
"281",12,"Washington Commanders",WAS,"DST24","14","1 out of 5 stars","-27"
"282",12,"Marquez Callaway",NO,"WR97","14","4 out of 5 stars","+15"
"283",12,"Graham Gano",NYG,"K21","9","1 out of 5 stars","+76"
"284",12,"Greg Joseph",MIN,"K22","7","0 out of 5 stars","-55"
"285",12,"William Fuller V",FA,"WR98","-","-","-30"
"286",12,"New York Giants",NYG,"DST25","9","2 out of 5 stars","-21"
"287",12,"Odell Beckham Jr.",FA,"WR99","-","-","-79"
"288",12,"Jason Myers",SEA,"K23","11","5 out of 5 stars","+140"
"289",12,"Joshua Kelley",LAC,"RB79","8","2 out of 5 stars","-38"
"290",12,"Trey McBride",ARI,"TE33","13","3 out of 5 stars","0"
"291",12,"Chris Evans",CIN,"RB80","10","3 out of 5 stars","-27"
"292",12,"Phillip Lindsay",IND,"RB81","14","3 out of 5 stars","+9"
"293",12,"Hassan Haskins",TEN,"RB82","6","4 out of 5 stars","-65"
"294",12,"Seattle Seahawks",SEA,"DST26","11","3 out of 5 stars","-3"
"295",12,"Ke'Shawn Vaughn",TB,"RB83","11","2 out of 5 stars","+4"
"296",12,"New York Jets",NYJ,"DST27","10","4 out of 5 stars","-19"
"297",12,"Randy Bullock",TEN,"K24","6","3 out of 5 stars","+94"
"298",12,"Josh Reynolds",DET,"WR100","6","3 out of 5 stars","+45"
"299",12,"Tre'Quan Smith",NO,"WR101","14","4 out of 5 stars","+89"
"300",12,"O.J. Howard",BUF,"TE34","7","3 out of 5 stars","+45"
"301",12,"Cairo Santos",CHI,"K25","14","3 out of 5 stars","+30"
"302",12,"Drew Lock",SEA,"QB32","11","3 out of 5 stars","+76"
"303",12,"Kenny Pickett",PIT,"QB33","9","3 out of 5 stars","-44"
"304",12,"Ka'imi Fairbairn",HOU,"K26","6","4 out of 5 stars","-"
"305",12,"Darius Slayton",NYG,"WR102","9","4 out of 5 stars","+102"
"306",12,"Jacksonville Jaguars",JAC,"DST28","11","2 out of 5 stars","-"
"307",12,"Quez Watkins",PHI,"WR103","7","4 out of 5 stars","+77"
"308",12,"Kyle Rudolph",TB,"TE35","11","3 out of 5 stars","-60"
"309",12,"Kyren Williams",LAR,"RB84","7","2 out of 5 stars","-29"
"310",12,"Giovani Bernard",TB,"RB85","11","2 out of 5 stars","+77"
"311",12,"Jalen Reagor",PHI,"WR104","7","4 out of 5 stars","-"
"312",12,"Jacoby Brissett",CLE,"QB34","9","4 out of 5 stars","+22"
"313",12,"Devin Duvernay",BAL,"WR105","10","3 out of 5 stars","-53"
"314",12,"Jimmy Garoppolo",SF,"QB35","9","3 out of 5 stars","-31"
"315",12,"Nick Westbrook-Ikhine",TEN,"WR106","6","3 out of 5 stars","+82"
"316",12,"Ty Johnson",NYJ,"RB86","10","4 out of 5 stars","+82"
"317",12,"Velus Jones Jr.",CHI,"WR107","14","3 out of 5 stars","+19"
"318",12,"Pierre Strong Jr.",NE,"RB87","10","4 out of 5 stars","+8"
"319",12,"Dyami Brown",WAS,"WR108","14","4 out of 5 stars","+96"
"320",12,"Dontrell Hilliard",TEN,"RB88","6","4 out of 5 stars","-73"
"321",12,"Tyler Conklin",NYJ,"TE36","10","3 out of 5 stars","+42"
"322",12,"Darrynton Evans",CHI,"RB89","14","5 out of 5 stars","-"
"323",12,"Greg Dulcich",DEN,"TE37","9","3 out of 5 stars","+49"
"324",12,"Daniel Bellinger",NYG,"TE38","9","4 out of 5 stars","+6"
"325",12,"Ameer Abdullah",LV,"RB90","6","2 out of 5 stars","-47"
"326",12,"Geno Smith",SEA,"QB36","11","3 out of 5 stars","+15"
"327",12,"Justin Jackson",DET,"RB91","6","4 out of 5 stars","-"
"328",12,"Quintez Cephus",DET,"WR109","6","3 out of 5 stars","-"
"329",12,"Tyler Badie",BAL,"RB92","10","4 out of 5 stars","-58"
"330",13,"Emmanuel Sanders",FA,"WR110","-","-","+35"
"331",13,"Harrison Bryant",CLE,"TE39","9","4 out of 5 stars","+102"
"332",13,"Chase McLaughlin",FA,"K27","-","-","-"
"333",13,"Kyle Philips",TEN,"WR111","6","3 out of 5 stars","-8"
"334",13,"Duke Johnson Jr.",BUF,"RB93","7","4 out of 5 stars","+4"
"335",13,"Salvon Ahmed",MIA,"RB94","11","4 out of 5 stars","-"
"336",13,"Tevin Coleman",NYJ,"RB95","10","4 out of 5 stars","+60"
"337",13,"Isaiah Likely",BAL,"TE40","10","2 out of 5 stars","+68"
"338",13,"Josh Lambo",FA,"K28","-","-","-"
"339",13,"James Proche II",BAL,"WR112","10","3 out of 5 stars","+23"
"340",13,"Jerome Ford",CLE,"RB96","9","3 out of 5 stars","-"
"341",13,"Cole Beasley",FA,"WR113","-","-","+23"
"342",13,"Snoop Conner",JAC,"RB97","11","3 out of 5 stars","0"
"343",13,"Tommy Tremble",CAR,"TE41","13","3 out of 5 stars","+31"
"344",13,"Sam Darnold",CAR,"QB37","13","3 out of 5 stars","+51"
"345",13,"Donald Parham Jr.",LAC,"TE42","8","4 out of 5 stars","+64"
"346",13,"Las Vegas Raiders",LV,"DST29","6","3 out of 5 stars","-143"
"347",13,"Ty Montgomery",NE,"RB98","10","4 out of 5 stars","+64"
"348",13,"Desmond Ridder",ATL,"QB38","14","3 out of 5 stars","-15"
"349",13,"Jaret Patterson",WAS,"RB99","14","4 out of 5 stars","+31"
"350",13,"Jaylen Warren",PIT,"RB100","9","3 out of 5 stars","+66"
"351",13,"Jalen Guyton",LAC,"WR114","8","3 out of 5 stars","-42"
"352",13,"Anthony Firkser",ATL,"TE43","14","2 out of 5 stars","-"
"353",13,"Danny Gray",SF,"WR115","9","3 out of 5 stars","-24"
